ProblemCode,ExamType,Title,Description,Difficulty,Status,SolutionLanguage,SolutionCode,OrderIndex,IsExample,TestInput,ExpectedOutput
JAD106,TQC,九九乘法表單列,"輸入一個整數 n (1<=n<=9)，輸出 n 的乘法表，從 n*1 到 n*9。

輸入說明：一行一個整數 n。
輸出說明：九行，每行格式為「n * i = 結果」，i 由 1 到 9。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        for (int i = 1; i <= 9; i++) {
            System.out.println(n + "" * "" + i + "" = "" + (n * i));
        }
    }
}",0,True,3,"3 * 1 = 3
3 * 2 = 6
3 * 3 = 9
3 * 4 = 12
3 * 5 = 15
3 * 6 = 18
3 * 7 = 21
3 * 8 = 24
3 * 9 = 27"
JAD106,TQC,九九乘法表單列,"輸入一個整數 n (1<=n<=9)，輸出 n 的乘法表，從 n*1 到 n*9。

輸入說明：一行一個整數 n。
輸出說明：九行，每行格式為「n * i = 結果」，i 由 1 到 9。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        for (int i = 1; i <= 9; i++) {
            System.out.println(n + "" * "" + i + "" = "" + (n * i));
        }
    }
}",1,True,9,"9 * 1 = 9
9 * 2 = 18
9 * 3 = 27
9 * 4 = 36
9 * 5 = 45
9 * 6 = 54
9 * 7 = 63
9 * 8 = 72
9 * 9 = 81"
JAD107,TQC,消費金額千分位輸出,"輸入購買數量與單價，計算總金額，並以千分位符號、小數點後兩位的格式輸出。

輸入說明：一行，數量（整數）與單價（浮點數），以空白分隔。
輸出說明：一行，格式為「總金額: $x,xxx.xx」。",2,Active,Java,"import java.util.Locale;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int qty = sc.nextInt();
        double price = sc.nextDouble();
        double total = qty * price;
        System.out.printf(Locale.US, ""總金額: $%,.2f%n"", total);
    }
}",0,True,3 199.5,總金額: $598.50
JAD107,TQC,消費金額千分位輸出,"輸入購買數量與單價，計算總金額，並以千分位符號、小數點後兩位的格式輸出。

輸入說明：一行，數量（整數）與單價（浮點數），以空白分隔。
輸出說明：一行，格式為「總金額: $x,xxx.xx」。",2,Active,Java,"import java.util.Locale;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int qty = sc.nextInt();
        double price = sc.nextDouble();
        double total = qty * price;
        System.out.printf(Locale.US, ""總金額: $%,.2f%n"", total);
    }
}",1,True,1000 12.5,"總金額: $12,500.00"
JAD108,TQC,攝氏轉華氏,"輸入攝氏溫度（浮點數），依公式 F = C * 9 / 5 + 32 轉換為華氏溫度，輸出至小數點後一位。

輸入說明：一行一個浮點數，代表攝氏溫度。
輸出說明：一行，格式為「華氏溫度: xx.x」。",1,Active,Java,"import java.util.Locale;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        double c = sc.nextDouble();
        double f = c * 9 / 5 + 32;
        System.out.printf(Locale.US, ""華氏溫度: %.1f%n"", f);
    }
}",0,True,0,華氏溫度: 32.0
JAD108,TQC,攝氏轉華氏,"輸入攝氏溫度（浮點數），依公式 F = C * 9 / 5 + 32 轉換為華氏溫度，輸出至小數點後一位。

輸入說明：一行一個浮點數，代表攝氏溫度。
輸出說明：一行，格式為「華氏溫度: xx.x」。",1,Active,Java,"import java.util.Locale;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        double c = sc.nextDouble();
        double f = c * 9 / 5 + 32;
        System.out.printf(Locale.US, ""華氏溫度: %.1f%n"", f);
    }
}",1,True,100,華氏溫度: 212.0
JAD108,TQC,攝氏轉華氏,"輸入攝氏溫度（浮點數），依公式 F = C * 9 / 5 + 32 轉換為華氏溫度，輸出至小數點後一位。

輸入說明：一行一個浮點數，代表攝氏溫度。
輸出說明：一行，格式為「華氏溫度: xx.x」。",1,Active,Java,"import java.util.Locale;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        double c = sc.nextDouble();
        double f = c * 9 / 5 + 32;
        System.out.printf(Locale.US, ""華氏溫度: %.1f%n"", f);
    }
}",2,True,37.5,華氏溫度: 99.5
JAD109,TQC,秒數轉換為時分秒,"輸入一個非負整數秒數 s，將其轉換為「時:分:秒」格式，時、分、秒皆以兩位數呈現，不足補零。

輸入說明：一行一個整數 s (0<=s<=359999)。
輸出說明：一行，格式為「hh:mm:ss」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int s = sc.nextInt();
        int h = s / 3600;
        int m = (s % 3600) / 60;
        int sec = s % 60;
        System.out.printf(""%02d:%02d:%02d%n"", h, m, sec);
    }
}",0,True,3661,01:01:01
JAD109,TQC,秒數轉換為時分秒,"輸入一個非負整數秒數 s，將其轉換為「時:分:秒」格式，時、分、秒皆以兩位數呈現，不足補零。

輸入說明：一行一個整數 s (0<=s<=359999)。
輸出說明：一行，格式為「hh:mm:ss」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int s = sc.nextInt();
        int h = s / 3600;
        int m = (s % 3600) / 60;
        int sec = s % 60;
        System.out.printf(""%02d:%02d:%02d%n"", h, m, sec);
    }
}",1,True,59,00:00:59
JAD109,TQC,秒數轉換為時分秒,"輸入一個非負整數秒數 s，將其轉換為「時:分:秒」格式，時、分、秒皆以兩位數呈現，不足補零。

輸入說明：一行一個整數 s (0<=s<=359999)。
輸出說明：一行，格式為「hh:mm:ss」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int s = sc.nextInt();
        int h = s / 3600;
        int m = (s % 3600) / 60;
        int sec = s % 60;
        System.out.printf(""%02d:%02d:%02d%n"", h, m, sec);
    }
}",2,True,7325,02:02:05
JAD201,TQC,奇偶數判斷,"輸入一個整數，判斷它是奇數還是偶數。

輸入說明：一行一個整數 n。
輸出說明：一行，若為偶數輸出「偶數」，否則輸出「奇數」。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        if (n % 2 == 0) {
            System.out.println(""偶數"");
        } else {
            System.out.println(""奇數"");
        }
    }
}",0,True,7,奇數
JAD201,TQC,奇偶數判斷,"輸入一個整數，判斷它是奇數還是偶數。

輸入說明：一行一個整數 n。
輸出說明：一行，若為偶數輸出「偶數」，否則輸出「奇數」。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        if (n % 2 == 0) {
            System.out.println(""偶數"");
        } else {
            System.out.println(""奇數"");
        }
    }
}",1,True,10,偶數
JAD202,TQC,三數最大值,"輸入三個整數，輸出其中的最大值。

輸入說明：一行，三個整數，以空白分隔。
輸出說明：一行，三數中的最大值。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int a = sc.nextInt();
        int b = sc.nextInt();
        int c = sc.nextInt();
        int max = a;
        if (b > max) {
            max = b;
        }
        if (c > max) {
            max = c;
        }
        System.out.println(max);
    }
}",0,True,3 9 5,9
JAD202,TQC,三數最大值,"輸入三個整數，輸出其中的最大值。

輸入說明：一行，三個整數，以空白分隔。
輸出說明：一行，三數中的最大值。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int a = sc.nextInt();
        int b = sc.nextInt();
        int c = sc.nextInt();
        int max = a;
        if (b > max) {
            max = b;
        }
        if (c > max) {
            max = c;
        }
        System.out.println(max);
    }
}",1,True,-2 -8 -1,-1
JAD203,TQC,成績等級判定,"輸入一個整數分數（0~100），依照範圍判定等級：90 分以上為 A，80~89 為 B，70~79 為 C，60~69 為 D，60 分以下為 E。

輸入說明：一行一個整數 score (0<=score<=100)。
輸出說明：一行，對應的等級字母。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int score = sc.nextInt();
        String grade;
        if (score >= 90) {
            grade = ""A"";
        } else if (score >= 80) {
            grade = ""B"";
        } else if (score >= 70) {
            grade = ""C"";
        } else if (score >= 60) {
            grade = ""D"";
        } else {
            grade = ""E"";
        }
        System.out.println(grade);
    }
}",0,True,95,A
JAD203,TQC,成績等級判定,"輸入一個整數分數（0~100），依照範圍判定等級：90 分以上為 A，80~89 為 B，70~79 為 C，60~69 為 D，60 分以下為 E。

輸入說明：一行一個整數 score (0<=score<=100)。
輸出說明：一行，對應的等級字母。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int score = sc.nextInt();
        String grade;
        if (score >= 90) {
            grade = ""A"";
        } else if (score >= 80) {
            grade = ""B"";
        } else if (score >= 70) {
            grade = ""C"";
        } else if (score >= 60) {
            grade = ""D"";
        } else {
            grade = ""E"";
        }
        System.out.println(grade);
    }
}",1,True,82,B
JAD203,TQC,成績等級判定,"輸入一個整數分數（0~100），依照範圍判定等級：90 分以上為 A，80~89 為 B，70~79 為 C，60~69 為 D，60 分以下為 E。

輸入說明：一行一個整數 score (0<=score<=100)。
輸出說明：一行，對應的等級字母。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int score = sc.nextInt();
        String grade;
        if (score >= 90) {
            grade = ""A"";
        } else if (score >= 80) {
            grade = ""B"";
        } else if (score >= 70) {
            grade = ""C"";
        } else if (score >= 60) {
            grade = ""D"";
        } else {
            grade = ""E"";
        }
        System.out.println(grade);
    }
}",2,True,55,E
JAD204,TQC,陣列最大值與最小值,"輸入 n 個整數，輸出其中的最大值與最小值。

輸入說明：第一行一個整數 n；第二行 n 個整數，以空白分隔。
輸出說明：一行，格式為「最大值: x 最小值: y」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[] arr = new int[n];
        for (int i = 0; i < n; i++) {
            arr[i] = sc.nextInt();
        }
        int max = arr[0];
        int min = arr[0];
        for (int i = 1; i < n; i++) {
            if (arr[i] > max) {
                max = arr[i];
            }
            if (arr[i] < min) {
                min = arr[i];
            }
        }
        System.out.println(""最大值: "" + max + "" 最小值: "" + min);
    }
}",0,True,"5
3 7 2 9 4",最大值: 9 最小值: 2
JAD204,TQC,陣列最大值與最小值,"輸入 n 個整數，輸出其中的最大值與最小值。

輸入說明：第一行一個整數 n；第二行 n 個整數，以空白分隔。
輸出說明：一行，格式為「最大值: x 最小值: y」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[] arr = new int[n];
        for (int i = 0; i < n; i++) {
            arr[i] = sc.nextInt();
        }
        int max = arr[0];
        int min = arr[0];
        for (int i = 1; i < n; i++) {
            if (arr[i] > max) {
                max = arr[i];
            }
            if (arr[i] < min) {
                min = arr[i];
            }
        }
        System.out.println(""最大值: "" + max + "" 最小值: "" + min);
    }
}",1,True,"4
-3 -7 -2 -9",最大值: -2 最小值: -9
JAD205,TQC,陣列反轉輸出,"輸入 n 個整數，將陣列反轉後，於同一行以空白分隔輸出。

輸入說明：第一行一個整數 n；第二行 n 個整數，以空白分隔。
輸出說明：一行，反轉後的 n 個整數，以空白分隔。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[] arr = new int[n];
        for (int i = 0; i < n; i++) {
            arr[i] = sc.nextInt();
        }
        StringBuilder sb = new StringBuilder();
        for (int i = n - 1; i >= 0; i--) {
            sb.append(arr[i]);
            if (i > 0) {
                sb.append(' ');
            }
        }
        System.out.println(sb.toString());
    }
}",0,True,"5
1 2 3 4 5",5 4 3 2 1
JAD205,TQC,陣列反轉輸出,"輸入 n 個整數，將陣列反轉後，於同一行以空白分隔輸出。

輸入說明：第一行一個整數 n；第二行 n 個整數，以空白分隔。
輸出說明：一行，反轉後的 n 個整數，以空白分隔。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[] arr = new int[n];
        for (int i = 0; i < n; i++) {
            arr[i] = sc.nextInt();
        }
        StringBuilder sb = new StringBuilder();
        for (int i = n - 1; i >= 0; i--) {
            sb.append(arr[i]);
            if (i > 0) {
                sb.append(' ');
            }
        }
        System.out.println(sb.toString());
    }
}",1,True,"3
10 20 30",30 20 10
JAD206,TQC,質數判斷,"輸入一個大於 1 的整數，判斷它是否為質數。

輸入說明：一行一個整數 n (2<=n<=100000)。
輸出說明：一行，若為質數輸出「是質數」，否則輸出「不是質數」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        boolean isPrime = true;
        if (n < 2) {
            isPrime = false;
        }
        for (int i = 2; (long) i * i <= n; i++) {
            if (n % i == 0) {
                isPrime = false;
                break;
            }
        }
        System.out.println(isPrime ? ""是質數"" : ""不是質數"");
    }
}",0,True,7,是質數
JAD206,TQC,質數判斷,"輸入一個大於 1 的整數，判斷它是否為質數。

輸入說明：一行一個整數 n (2<=n<=100000)。
輸出說明：一行，若為質數輸出「是質數」，否則輸出「不是質數」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        boolean isPrime = true;
        if (n < 2) {
            isPrime = false;
        }
        for (int i = 2; (long) i * i <= n; i++) {
            if (n % i == 0) {
                isPrime = false;
                break;
            }
        }
        System.out.println(isPrime ? ""是質數"" : ""不是質數"");
    }
}",1,True,15,不是質數
JAD206,TQC,質數判斷,"輸入一個大於 1 的整數，判斷它是否為質數。

輸入說明：一行一個整數 n (2<=n<=100000)。
輸出說明：一行，若為質數輸出「是質數」，否則輸出「不是質數」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        boolean isPrime = true;
        if (n < 2) {
            isPrime = false;
        }
        for (int i = 2; (long) i * i <= n; i++) {
            if (n % i == 0) {
                isPrime = false;
                break;
            }
        }
        System.out.println(isPrime ? ""是質數"" : ""不是質數"");
    }
}",2,True,97,是質數
JAD207,TQC,陣列去重計數,"輸入 n 個整數，計算其中不重複的元素個數。

輸入說明：第一行一個整數 n；第二行 n 個整數，以空白分隔。
輸出說明：一行，格式為「不重複元素個數: x」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[] arr = new int[n];
        for (int i = 0; i < n; i++) {
            arr[i] = sc.nextInt();
        }
        int count = 0;
        for (int i = 0; i < n; i++) {
            boolean seenBefore = false;
            for (int j = 0; j < i; j++) {
                if (arr[j] == arr[i]) {
                    seenBefore = true;
                    break;
                }
            }
            if (!seenBefore) {
                count++;
            }
        }
        System.out.println(""不重複元素個數: "" + count);
    }
}",0,True,"6
1 2 2 3 3 3",不重複元素個數: 3
JAD207,TQC,陣列去重計數,"輸入 n 個整數，計算其中不重複的元素個數。

輸入說明：第一行一個整數 n；第二行 n 個整數，以空白分隔。
輸出說明：一行，格式為「不重複元素個數: x」。",2,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[] arr = new int[n];
        for (int i = 0; i < n; i++) {
            arr[i] = sc.nextInt();
        }
        int count = 0;
        for (int i = 0; i < n; i++) {
            boolean seenBefore = false;
            for (int j = 0; j < i; j++) {
                if (arr[j] == arr[i]) {
                    seenBefore = true;
                    break;
                }
            }
            if (!seenBefore) {
                count++;
            }
        }
        System.out.println(""不重複元素個數: "" + count);
    }
}",1,True,"5
4 4 4 4 4",不重複元素個數: 1
JAD208,TQC,陣列排序後找中位數,"輸入 n 個整數，排序後輸出中位數。若 n 為奇數，中位數為排序後正中間的元素；若 n 為偶數，中位數為排序後正中間兩個元素的平均值。結果一律輸出到小數點後一位。

輸入說明：第一行一個整數 n；第二行 n 個整數，以空白分隔。
輸出說明：一行，中位數，格式到小數點後一位。",3,Active,Java,"import java.util.Arrays;
import java.util.Locale;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[] arr = new int[n];
        for (int i = 0; i < n; i++) {
            arr[i] = sc.nextInt();
        }
        Arrays.sort(arr);
        double median;
        if (n % 2 == 1) {
            median = arr[n / 2];
        } else {
            median = (arr[n / 2 - 1] + arr[n / 2]) / 2.0;
        }
        System.out.printf(Locale.US, ""%.1f%n"", median);
    }
}",0,True,"5
5 3 1 4 2",3.0
JAD208,TQC,陣列排序後找中位數,"輸入 n 個整數，排序後輸出中位數。若 n 為奇數，中位數為排序後正中間的元素；若 n 為偶數，中位數為排序後正中間兩個元素的平均值。結果一律輸出到小數點後一位。

輸入說明：第一行一個整數 n；第二行 n 個整數，以空白分隔。
輸出說明：一行，中位數，格式到小數點後一位。",3,Active,Java,"import java.util.Arrays;
import java.util.Locale;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[] arr = new int[n];
        for (int i = 0; i < n; i++) {
            arr[i] = sc.nextInt();
        }
        Arrays.sort(arr);
        double median;
        if (n % 2 == 1) {
            median = arr[n / 2];
        } else {
            median = (arr[n / 2 - 1] + arr[n / 2]) / 2.0;
        }
        System.out.printf(Locale.US, ""%.1f%n"", median);
    }
}",1,True,"4
4 3 2 1",2.5
JAD209,TQC,二維陣列鞍點,"給定一個 m x n 的整數矩陣，找出其中的鞍點：該元素必須同時是所在列（row）的最大值，且是所在行（column）的最小值。保證矩陣中最多只有一個鞍點。

輸入說明：第一行兩個整數 m n；接下來 m 行，每行 n 個整數，代表矩陣內容。
輸出說明：一行，若存在鞍點則輸出其值，否則輸出「無鞍點」。",3,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int m = sc.nextInt();
        int n = sc.nextInt();
        int[][] matrix = new int[m][n];
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                matrix[i][j] = sc.nextInt();
            }
        }

        Integer saddle = null;
        for (int i = 0; i < m && saddle == null; i++) {
            int rowMax = matrix[i][0];
            int rowMaxCol = 0;
            for (int j = 1; j < n; j++) {
                if (matrix[i][j] > rowMax) {
                    rowMax = matrix[i][j];
                    rowMaxCol = j;
                }
            }
            int colMin = matrix[0][rowMaxCol];
            for (int k = 1; k < m; k++) {
                if (matrix[k][rowMaxCol] < colMin) {
                    colMin = matrix[k][rowMaxCol];
                }
            }
            if (rowMax == colMin) {
                saddle = rowMax;
            }
        }

        System.out.println(saddle == null ? ""無鞍點"" : String.valueOf(saddle));
    }
}",0,True,"3 3
1 2 3
4 5 6
7 8 9",3
JAD209,TQC,二維陣列鞍點,"給定一個 m x n 的整數矩陣，找出其中的鞍點：該元素必須同時是所在列（row）的最大值，且是所在行（column）的最小值。保證矩陣中最多只有一個鞍點。

輸入說明：第一行兩個整數 m n；接下來 m 行，每行 n 個整數，代表矩陣內容。
輸出說明：一行，若存在鞍點則輸出其值，否則輸出「無鞍點」。",3,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int m = sc.nextInt();
        int n = sc.nextInt();
        int[][] matrix = new int[m][n];
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                matrix[i][j] = sc.nextInt();
            }
        }

        Integer saddle = null;
        for (int i = 0; i < m && saddle == null; i++) {
            int rowMax = matrix[i][0];
            int rowMaxCol = 0;
            for (int j = 1; j < n; j++) {
                if (matrix[i][j] > rowMax) {
                    rowMax = matrix[i][j];
                    rowMaxCol = j;
                }
            }
            int colMin = matrix[0][rowMaxCol];
            for (int k = 1; k < m; k++) {
                if (matrix[k][rowMaxCol] < colMin) {
                    colMin = matrix[k][rowMaxCol];
                }
            }
            if (rowMax == colMin) {
                saddle = rowMax;
            }
        }

        System.out.println(saddle == null ? ""無鞍點"" : String.valueOf(saddle));
    }
}",1,True,"2 2
1 2
2 1",無鞍點
JAD301,TQC,字串長度與反轉,"輸入一個字串，輸出它的長度以及反轉後的字串。

輸入說明：一行一個字串（不含空白）。
輸出說明：兩行，第一行為「長度: n」，第二行為「反轉: xxx」。",1,Active,Java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String s = sc.next();
        String reversed = new StringBuilder(s).reverse().toString();
        System.out.println(""長度: "" + s.length());
        System.out.println(""反轉: "" + reversed);
    }
}",0,True,hello,"長度: 5
反轉: olleh"
