ProblemCode,ExamType,Title,Description,Difficulty,Status,SolutionLanguage,SolutionCode,OrderIndex,IsExample,TestInput,ExpectedOutput
CSD202,TQC,陣列最大值與最小值,"輸入 n 個整數，找出其中的最大值與最小值。

輸入說明：一行，n 個以空白分隔的整數（至少一個）。
輸出說明：一行，格式為「最大值:X 最小值:Y」。",1,Active,C#,"using System;
using System.Linq;

class Program
{
    static void Main()
    {
        int[] nums = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries)
            .Select(int.Parse).ToArray();
        int max = nums[0], min = nums[0];
        foreach (int x in nums)
        {
            if (x > max) max = x;
            if (x < min) min = x;
        }
        Console.WriteLine($""最大值:{max} 最小值:{min}"");
    }
}",0,True,3 7 1 9 4,最大值:9 最小值:1
CSD202,TQC,陣列最大值與最小值,"輸入 n 個整數，找出其中的最大值與最小值。

輸入說明：一行，n 個以空白分隔的整數（至少一個）。
輸出說明：一行，格式為「最大值:X 最小值:Y」。",1,Active,C#,"using System;
using System.Linq;

class Program
{
    static void Main()
    {
        int[] nums = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries)
            .Select(int.Parse).ToArray();
        int max = nums[0], min = nums[0];
        foreach (int x in nums)
        {
            if (x > max) max = x;
            if (x < min) min = x;
        }
        Console.WriteLine($""最大值:{max} 最小值:{min}"");
    }
}",1,True,5,最大值:5 最小值:5
CSD203,TQC,數字位數加總,"輸入一個正整數，計算其各位數字的總和。

輸入說明：一行正整數 n（1 <= n <= 2000000000）。
輸出說明：一行，該整數各位數字的總和。",1,Active,C#,"using System;

class Program
{
    static void Main()
    {
        long n = long.Parse(Console.ReadLine() ?? ""0"");
        long sum = 0;
        while (n > 0)
        {
            sum += n % 10;
            n /= 10;
        }
        Console.WriteLine(sum);
    }
}",0,True,12345,15
CSD203,TQC,數字位數加總,"輸入一個正整數，計算其各位數字的總和。

輸入說明：一行正整數 n（1 <= n <= 2000000000）。
輸出說明：一行，該整數各位數字的總和。",1,Active,C#,"using System;

class Program
{
    static void Main()
    {
        long n = long.Parse(Console.ReadLine() ?? ""0"");
        long sum = 0;
        while (n > 0)
        {
            sum += n % 10;
            n /= 10;
        }
        Console.WriteLine(sum);
    }
}",1,True,9999,36
CSD204,TQC,成績等級判斷,"輸入一個 0~100 的整數分數，依下列標準判斷等第：90 分以上為 A；80~89 為 B；70~79 為 C；60~69 為 D；60 分以下為 E。

輸入說明：一行整數分數 score（0 <= score <= 100）。
輸出說明：一行，格式為「等第:X」。",1,Active,C#,"using System;

class Program
{
    static void Main()
    {
        int score = int.Parse(Console.ReadLine() ?? ""0"");
        char grade;
        if (score >= 90) grade = 'A';
        else if (score >= 80) grade = 'B';
        else if (score >= 70) grade = 'C';
        else if (score >= 60) grade = 'D';
        else grade = 'E';
        Console.WriteLine($""等第:{grade}"");
    }
}",0,True,95,等第:A
CSD204,TQC,成績等級判斷,"輸入一個 0~100 的整數分數，依下列標準判斷等第：90 分以上為 A；80~89 為 B；70~79 為 C；60~69 為 D；60 分以下為 E。

輸入說明：一行整數分數 score（0 <= score <= 100）。
輸出說明：一行，格式為「等第:X」。",1,Active,C#,"using System;

class Program
{
    static void Main()
    {
        int score = int.Parse(Console.ReadLine() ?? ""0"");
        char grade;
        if (score >= 90) grade = 'A';
        else if (score >= 80) grade = 'B';
        else if (score >= 70) grade = 'C';
        else if (score >= 60) grade = 'D';
        else grade = 'E';
        Console.WriteLine($""等第:{grade}"");
    }
}",1,True,55,等第:E
CSD205,TQC,迴圈計算階乘,"輸入一個非負整數 n，使用迴圈計算 n 的階乘（n!）。

輸入說明：一行整數 n（0 <= n <= 20）。
輸出說明：一行，n! 的計算結果。",1,Active,C#,"using System;

class Program
{
    static void Main()
    {
        int n = int.Parse(Console.ReadLine() ?? ""0"");
        long result = 1;
        for (int i = 2; i <= n; i++)
        {
            result *= i;
        }
        Console.WriteLine(result);
    }
}",0,True,5,120
CSD205,TQC,迴圈計算階乘,"輸入一個非負整數 n，使用迴圈計算 n 的階乘（n!）。

輸入說明：一行整數 n（0 <= n <= 20）。
輸出說明：一行，n! 的計算結果。",1,Active,C#,"using System;

class Program
{
    static void Main()
    {
        int n = int.Parse(Console.ReadLine() ?? ""0"");
        long result = 1;
        for (int i = 2; i <= n; i++)
        {
            result *= i;
        }
        Console.WriteLine(result);
    }
}",1,True,0,1
CSD206,TQC,陣列反轉輸出,"輸入 n 個整數，將陣列反轉後輸出（不使用內建 Reverse 方法，自行以迴圈實作）。

輸入說明：一行，n 個以空白分隔的整數。
輸出說明：一行，反轉後的整數，以空白分隔。",2,Active,C#,"using System;
using System.Linq;
using System.Text;

class Program
{
    static void Main()
    {
        int[] nums = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries)
            .Select(int.Parse).ToArray();
        int n = nums.Length;
        int[] result = new int[n];
        for (int i = 0; i < n; i++)
        {
            result[i] = nums[n - 1 - i];
        }
        Console.WriteLine(string.Join("" "", result));
    }
}",0,True,1 2 3 4 5,5 4 3 2 1
CSD206,TQC,陣列反轉輸出,"輸入 n 個整數，將陣列反轉後輸出（不使用內建 Reverse 方法，自行以迴圈實作）。

輸入說明：一行，n 個以空白分隔的整數。
輸出說明：一行，反轉後的整數，以空白分隔。",2,Active,C#,"using System;
using System.Linq;
using System.Text;

class Program
{
    static void Main()
    {
        int[] nums = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries)
            .Select(int.Parse).ToArray();
        int n = nums.Length;
        int[] result = new int[n];
        for (int i = 0; i < n; i++)
        {
            result[i] = nums[n - 1 - i];
        }
        Console.WriteLine(string.Join("" "", result));
    }
}",1,True,10 20 30,30 20 10
CSD207,TQC,氣泡排序由小到大,"輸入 n 個整數，使用氣泡排序法將其由小到大排序後輸出。

輸入說明：一行，n 個以空白分隔的整數。
輸出說明：一行，排序後的整數，以空白分隔。",2,Active,C#,"using System;
using System.Linq;

class Program
{
    static void Main()
    {
        int[] nums = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries)
            .Select(int.Parse).ToArray();
        int n = nums.Length;
        for (int i = 0; i < n - 1; i++)
        {
            for (int j = 0; j < n - 1 - i; j++)
            {
                if (nums[j] > nums[j + 1])
                {
                    (nums[j], nums[j + 1]) = (nums[j + 1], nums[j]);
                }
            }
        }
        Console.WriteLine(string.Join("" "", nums));
    }
}",0,True,5 3 8 1 9,1 3 5 8 9
CSD207,TQC,氣泡排序由小到大,"輸入 n 個整數，使用氣泡排序法將其由小到大排序後輸出。

輸入說明：一行，n 個以空白分隔的整數。
輸出說明：一行，排序後的整數，以空白分隔。",2,Active,C#,"using System;
using System.Linq;

class Program
{
    static void Main()
    {
        int[] nums = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries)
            .Select(int.Parse).ToArray();
        int n = nums.Length;
        for (int i = 0; i < n - 1; i++)
        {
            for (int j = 0; j < n - 1 - i; j++)
            {
                if (nums[j] > nums[j + 1])
                {
                    (nums[j], nums[j + 1]) = (nums[j + 1], nums[j]);
                }
            }
        }
        Console.WriteLine(string.Join("" "", nums));
    }
}",1,True,4 4 2 1,1 2 4 4
CSD208,TQC,矩陣列與欄總和,"輸入一個 r 列 c 欄的整數矩陣，輸出每一列的總和，再輸出每一欄的總和。

輸入說明：第一行為兩個整數 r c；接著 r 行，每行 c 個以空白分隔的整數。
輸出說明：第一行為 r 個以空白分隔的列總和；第二行為 c 個以空白分隔的欄總和。",2,Active,C#,"using System;
using System.Linq;
using System.Text;

class Program
{
    static void Main()
    {
        string[] first = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries);
        int r = int.Parse(first[0]);
        int c = int.Parse(first[1]);
        int[][] mat = new int[r][];
        for (int i = 0; i < r; i++)
        {
            mat[i] = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries)
                .Select(int.Parse).ToArray();
        }

        int[] rowSum = new int[r];
        int[] colSum = new int[c];
        for (int i = 0; i < r; i++)
        {
            for (int j = 0; j < c; j++)
            {
                rowSum[i] += mat[i][j];
                colSum[j] += mat[i][j];
            }
        }
        Console.WriteLine(string.Join("" "", rowSum));
        Console.WriteLine(string.Join("" "", colSum));
    }
}",0,True,"2 3
1 2 3
4 5 6","6 15
5 7 9"
CSD208,TQC,矩陣列與欄總和,"輸入一個 r 列 c 欄的整數矩陣，輸出每一列的總和，再輸出每一欄的總和。

輸入說明：第一行為兩個整數 r c；接著 r 行，每行 c 個以空白分隔的整數。
輸出說明：第一行為 r 個以空白分隔的列總和；第二行為 c 個以空白分隔的欄總和。",2,Active,C#,"using System;
using System.Linq;
using System.Text;

class Program
{
    static void Main()
    {
        string[] first = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries);
        int r = int.Parse(first[0]);
        int c = int.Parse(first[1]);
        int[][] mat = new int[r][];
        for (int i = 0; i < r; i++)
        {
            mat[i] = (Console.ReadLine() ?? """").Split(' ', StringSplitOptions.RemoveEmptyEntries)
                .Select(int.Parse).ToArray();
        }

        int[] rowSum = new int[r];
        int[] colSum = new int[c];
        for (int i = 0; i < r; i++)
        {
            for (int j = 0; j < c; j++)
            {
                rowSum[i] += mat[i][j];
                colSum[j] += mat[i][j];
            }
        }
        Console.WriteLine(string.Join("" "", rowSum));
        Console.WriteLine(string.Join("" "", colSum));
    }
}",1,True,"3 2
1 1
2 2
3 3","2 4 6
6 6"
CSD209,TQC,星期幾判斷,"輸入一個 1~7 的整數代表星期幾（1 為星期一，7 為星期日），使用 switch 陳述式輸出對應的星期名稱，並標示是否為假日（星期六、日為假日，其餘為平日）。

輸入說明：一行整數 d（1 <= d <= 7）。
輸出說明：一行，格式為「星期X：假日」或「星期X：平日」，其中星期日以「星期日」表示。",2,Active,C#,"using System;

class Program
{
    static void Main()
    {
        int d = int.Parse(Console.ReadLine() ?? ""1"");
        string name;
        switch (d)
        {
            case 1: name = ""星期一""; break;
            case 2: name = ""星期二""; break;
            case 3: name = ""星期三""; break;
            case 4: name = ""星期四""; break;
            case 5: name = ""星期五""; break;
            case 6: name = ""星期六""; break;
            default: name = ""星期日""; break;
        }
        string kind = (d == 6 || d == 7) ? ""假日"" : ""平日"";
        Console.WriteLine($""{name}：{kind}"");
    }
}",0,True,6,星期六：假日
CSD209,TQC,星期幾判斷,"輸入一個 1~7 的整數代表星期幾（1 為星期一，7 為星期日），使用 switch 陳述式輸出對應的星期名稱，並標示是否為假日（星期六、日為假日，其餘為平日）。

輸入說明：一行整數 d（1 <= d <= 7）。
輸出說明：一行，格式為「星期X：假日」或「星期X：平日」，其中星期日以「星期日」表示。",2,Active,C#,"using System;

class Program
{
    static void Main()
    {
        int d = int.Parse(Console.ReadLine() ?? ""1"");
        string name;
        switch (d)
        {
            case 1: name = ""星期一""; break;
            case 2: name = ""星期二""; break;
            case 3: name = ""星期三""; break;
            case 4: name = ""星期四""; break;
            case 5: name = ""星期五""; break;
            case 6: name = ""星期六""; break;
            default: name = ""星期日""; break;
        }
        string kind = (d == 6 || d == 7) ? ""假日"" : ""平日"";
        Console.WriteLine($""{name}：{kind}"");
    }
}",1,True,3,星期三：平日
CSD210,TQC,質數判斷,"輸入一個大於 1 的整數，判斷該數是否為質數。

輸入說明：一行整數 n（2 <= n <= 1000000）。
輸出說明：一行，若為質數輸出「是質數」，否則輸出「不是質數」。",2,Active,C#,"using System;

class Program
{
    static void Main()
    {
        long n = long.Parse(Console.ReadLine() ?? ""2"");
        bool isPrime = true;
        if (n < 2)
        {
            isPrime = false;
        }
        else
        {
            for (long i = 2; i * i <= n; i++)
            {
                if (n % i == 0)
                {
                    isPrime = false;
                    break;
                }
            }
        }
        Console.WriteLine(isPrime ? ""是質數"" : ""不是質數"");
    }
}",0,True,17,是質數
